pubkey,ip,capacity,partner number,channel number
022afde775698cd30b520dfb67f6de0cd8cb9991d386b53771c460d72323211769,35.231.115.97:9735,0.00034601,5,5
021b8fa49205638752c473f02a1b6722d6c7f21fbef535e13870633646a5b35ee5,35.196.13.28:9735,0.00208500,5,5
036c977839833af6b6994ee2c9a7155ad8c256a114378bb3718c3cfa24384c867d,178.84.168.116:9735,0.00395549,5,5
0307765e9a86057c8ff8e8127ad2a05c4ec03812f978b836c646c7b57acb0d69c5,35.231.94.12:9735,0.00949045,5,5
034cae9898fd379e1b1f24d5f88e18f41db71d9a1eeabf6577a3b5a51c6e54d725,35.231.30.151:9735,0.00114150,5,5
031d60ef9a08547ef1986fb28121b990f51cdfe31023f3a6e1a1a3556353536c50,35.196.229.226:9735,0.00450995,5,5
0354cf19ef9fb5b9a03737d61a08644457d9f9ca6dc8b73de25dce80116b6e0d9e,85.195.200.124:9735,0.00205208,5,5
02ef69d8c5c5e8a1535bb79a3893584eb407d0136129c1da8117899c56b28707f7,35.231.50.143:9735,0.00053500,5,5
02f8e97916bc5e640497a0a712b90faba33e2eb47c71d15a5d7d2c326585f5d9ed,104.196.155.54:9735,0.00463445,5,5
022bc9b61130b37d40c8ee5662967e386894c9ca2a49796f13d05eaeb4ba521413,91.152.223.184:9735,0.01125825,5,5
025fa239f51d750b7f1f38a4502a994969aa9d01f37a26bd550ea75323d636544c,35.227.73.75:9735,0.00216000,5,5
023000d18601875f32b584785325f1690a043c8050dcf16d30b8693fee933c2800,35.196.254.213:9735,0.00069000,5,5
03a027d6f30d462097ff816472c111ed302a11219bf811438dda8721c1ce757ddc,40.91.199.77:9735,0.00118635,5,5
036cfea974ffb015e849c77888edc22dd2a6cd407d12b1916868919a7c360d6228,35.231.125.74:9735,0.00020000,5,5
03a77f5d3df391d79bdc82db90b93edf75d5cb3f25c47bde0b3684516c09dbd0a3,151.225.177.51:9735,0.00404497,5,5
0353f353fad0bb38c0772d87a1d8fcf67aa606dcb9e5b4690c1abcaa64449d4b8c,None,0.01220655,5,5
03c8e3ff94dc37277f85de61eadaf9f9b8647f50f3f7d3e51e9496ded1e83560a6,85.145.185.93:9735,0.00443251,5,5
0300e2f1a325881028702ab48762640a33f7478f537e7f7913551086b70e615f04,None,0.00332222,5,5
03358c2e57eb9ea498e8c665bf68d010651918f716afebe10217d0bc4ff8c9f45f,35.227.78.237:9735,0.00505322,5,5
02f0addfe58ec34cef057c91aeca27f77d22b5c812b22c54759b85b8934c3179a0,107.191.109.5:9735,0.00472600,5,5
025a596f3023eb914d6041bbb75d9d274b8131596aa9c6eecff72fa45de9927fbc,90.252.104.114:9735,0.00745792,5,5
02b6e9e645d26d889cc6f2027a113a7d4f4b2f4cf09893fd81b5e35d111069e325,35.196.160.86:9735,0.00016100,5,5
02f78add31471e9f8a41d106d77211f3685d3fe0a3928d9e6ef04908b8e24c4a41,None,0.00206200,5,5
039b3ec0c8ce6a322a7fe6c7b246bcd40471702e4b58a81f4caa0261ff6fdbf486,35.185.53.169:9735,0.00293901,5,5
02f48297862861055dfd82931c5df6a95cd184746378029576a4ca8c3a9a3ad869,167.99.1.5:9735,0.16906641,5,5
0211e23e154bb0b87c210b92b3ed07071ee6168cdfcd24132db8e8fdb5eccba976,187.65.221.197:9735,0.00283674,5,5
03ecfbdea460a0708e52a116eb63344407cc38bc7b3a54b97a45fa634beb1af7e2,35.229.116.59:9735,0.00244269,5,5
038f6cf31e62a9c1a276811c518caf5ba431e9911d0a36fdd781b9fe6511961b8e,178.192.63.108:9735,0.00770000,5,5
0245e444a548e45142bef2bdeecdab41e1645578ef24f6bbf97777c87af3d2f3c9,35.230.44.213:9735,0.00244822,5,5
02786178a2a8e75a6e882a0f56b831330a61728d093b33e0fb3ec2d8a8125ffdf2,88.150.250.245:9735,0.00031000,5,5
0312ef6da659949fe1fac0ea69e265fd5ddf47b19a71708539ef6d6dc10c29a74a,94.208.183.95:9735,0.00510000,5,5
032d4baebebfdeab7a2ecef2fbe109cbef10de95f05aa54090fdb687789547dbf5,212.51.146.60:9735,0.00214642,5,5
0325b3b808e54110073383b2625d284722b96cdc1a05652f6a9df9b6768f559656,178.192.63.108:9735,0.00544654,5,5
020c27b1e99dce7b952757be0b0d7c42ab825270c4f8f7571a349624da408b2dc8,None,0.00500000,5,5
0360ea17ecf863f88a2c3a99c8fd82a577d80dcf7d97c91b4a92fd89a35002ed36,37.97.148.195:9735,0.02092265,5,5
0327e003e3c742db9a77f436e672bd42bd4a302ec0f92f0486c4fe09143bcfb0b9,205.178.116.147:9735,0.02829436,5,5
03f8109578aae1e5cfc497e466cf6ae6625497cd31886e87b2f4f54f3f0f46b539,13.81.122.76:9735,0.01101121,5,5
02cbafc329051e1a7becba2ac82622154cee6bb230f2609527fc2e2ec28578f570,104.196.199.42:9735,0.00356321,5,5
034c5c5250c08acb62df2ebd0ab728bf2d6c757c7d433e7269672df280e3daca2c,None,0.05000000,5,5
03f7e084886b0e23f1d9c6a0e0f3aad8b7dba787cd2a52aa315b9c3d816f59dc36,104.198.189.173:9735,0.00155000,5,5
02b724011c8db7d8299b236ea3627959ab61730fe28533ffcdc59f1a6bfc41c0f4,5.189.161.123:9735,0.00124600,5,5
035d5333c4feaab84071b20e1be0a46a072341a855acc69c928dd03e0b81449c02,192.81.222.158:9735,0.00024338,5,5
0298f4c665268b4906ae486ef681510d7d4aab2facb6f6a620a8f6fd18f5b4fb0e,46.10.241.53:9735,0.00189506,5,5
02dabaec135cf325f3276a8314ed1e8f56e9e7875b6b80da88ad61fbeb12c4539b,52.23.228.28:9735,0.00123000,5,5
02be74034df42a6cefa7d204ac726393f07a2b2cac9cee07400056c3512b6c2271,None,0.00720000,5,5
031506bd1e40e9cb16ddbe536d8291c2e800a957acefba4511730e909d8d1bfd3e,178.33.34.137:9735,0.00027050,5,5
02596aec85385dee365614b27562140a5c9869b5c3fe51c9e60cde045ab953deff,None,0.00500000,5,5
031a32a1a78f66a775008abb4b2e3b7a781b84676946f960f60cf5aa0fd5128d4c,138.197.0.92:9735,0.00414000,5,5
023337924c8c847b6b78982d0baa8efd3c48a65facb987fdd277a04c7c7791a4eb,91.205.184.194:9735,0.00005600,5,5
03bd9d0475188ef42f4a0beb8cba4031a9bf44ae274b82f2652a330bab2f69c9d2,None,0.01000000,5,5
0228ec8597923232cb26f2e92aa363181715033fb66c0e588f8a3c5152f99dd989,169.255.57.31:9735,0.00020446,5,5
034fe030b88d6439af1d7cd9067b1a4b7b28a3b31fd5f43ebb47547213a79df3f6,73.241.171.96:9735,0.01251050,5,5
0253271f3a0cf1876dfaa381728ce1514d2254b0012725567db9429309d50b03da,179.219.68.33:9735,0.00254372,5,5
03f3ba88c3e9e68b10f8c1e877252a157291ddc24aa378e9cb6f8b3bd0fed2e706,81.40.218.100:9735,0.00373460,5,5
029113620f929df927a4877ae6727b214418c366bf09ebbd4552eda235f48c00f5,68.129.210.251:9735,0.00049500,5,5
02a3d830cbd960b17ac55208ab9642a77d6bc3c24007e72d39994829b2d5471053,88.99.36.224:9735,0.00093087,5,5
0292ee280619b700bbbdfe4e6e92bdb894f77eb50d91d88c1803338c28df448f9f,37.252.124.58:9735,0.00444150,5,5
029cf833ceef83b31b2e202d46c99c2dc9b5fa56259d8b84d128ee37e65e4e96d3,213.186.121.86:9735,0.00038234,5,5
02eae56f155bae8a8eaab82ddc6fef04d5a79a6b0b0d7bcdd0b60d52f3015af031,173.63.50.119:9735,0.00153022,5,5
02e93cd3d5bcdde684f973329e570b0681e92558ba22792560aa84996ad6622f52,209.97.131.231:9735,0.00810875,4,4
03723f3233dc177e67c4cc33fd922b91906686c8af17c100f8865e19ebeec0b2f1,209.108.206.229:9735,0.04000000,4,4
03c73e43e92fab12af3461f723901f0bcdabdfdcf9b74973ad876bf0bff96a8676,89.217.91.90:9735,0.00923246,4,4
03935a378993d0b55056801b11957aaecb9f85f34b64245f864c22a2d25001de74,None,0.01113296,4,4
03b99d5aed3eb17ec8e68e9111756aaba989c00d747f05b59fb4905f7b2ec34068,46.59.13.35:9735,0.00849180,4,4
029e79d04de38330c1c4e22525f5c8eae056353711d88702e5cd85a13786cb4d74,84.104.92.126:9735,0.00175837,4,4
0216a38c457d26664f5b4dc3c36e0210e47d9c26bd22bcf7a50055dd1dd3e3b70d,35.229.33.136:9735,0.00040000,4,4
035583ef6cc55e0d413c7d12eea3d53b6add5988485ceca8e92bd3ca01ec9f4d29,54.38.193.66:9735,0.03479445,4,4
022fa8323775bf4a8f96b7cdca6da97a287a9b5505ab1ebbb16ab6807ce59222fd,128.199.72.96:9735,0.01100000,4,4
0261f842bf519ee59abe37f874b48c7bcc31a51c8c0f12668edef3bb82143ac1ff,77.27.181.229:9735,0.01869925,4,4
0306b2744a18e85b1584e4396571be8c19de582b507dcb8c092fb13178aaa65619,None,0.00680000,4,4
036584167c33b85ab9f4b88fb4fb85ea7e16edd6a15bf6f0df18720231df950e2d,10.0.2.15:9735,0.00649952,4,4
03cfea6e01d8735d29863d0ecc0f637e5da25c3afb1894e6cb1c25cc9c52dbceef,None,0.20928611,4,4
02605046d1fe4cda8ba8857866e872aeba4d3746e85b57e078943113d8a9f957d1,174.6.108.132:9735,0.01653403,4,4
0314631d7a220ea6b849f4bc4f2dc1bb13c2114b8d5ba2586abde793685ea68256,86.91.201.26:9735,0.00841664,4,4
036047db935a1c7c35089ba964aacb8c72a725d0e88d7fd1769dcaec7c3e71265e,188.40.136.208:9735,0.00680000,4,4
03c60f5cf70eab8d89d65e5d85add0ebc1fa5cbb01a3555912ac6a9e6ca3eb70ea,188.226.138.177:9876,0.00000000,4,6
036ac04a69f2ab587fd83c4f2aca255a81f138276fbca344ac3ecfae28d733be56,144.133.85.168:9735,0.01634230,4,4
034c2ec0f335d932b7bd327e2484ce6f6c65397f0f80ded3ab3a23329e435b280d,None,0.00379997,4,4
0322294fe984decfdb7a690e96979b9f00d52155e1fbc4935212f2530017b5ede7,94.210.58.186:9735,0.01588057,4,4
02e204a0bdacf4370fa2866a31eee421b556c7c977d01cc2eab49fde1135087fde,None,0.00610000,4,4
02567508dd9a75076bd46b0bfa6e1485d82fbd9030ab99a85ec8b012ed773c9872,35.190.186.62:9735,0.00458445,4,4
0323de8a1e80db7bd6f03b31e56359c11e338e443d363f786063df069243d93001,35.196.213.77:9735,0.00035000,4,4
03aedc5302d3fa4c33eb84f98287a78268d0cdfa70624f7708664264880f6b482c,178.26.160.237:9735,0.00150256,4,4
0285320fd498305570792665e689d6e8ca2584aa6eefec8a3b006d855b581c9819,98.209.138.74:9735,0.00696684,4,4
036c3ef10d18897be7beb188ca29a06c385ac32e22879d0238f3c86212eefd7b06,35.185.57.122:9735,0.00564445,4,4
029d50d59c78b81a39f4ca40b6bc9b89710542a31429b69aa075b91b587979205d,185.228.137.238:9735,0.00500000,4,4
02f578a763ac36afc421a0c65ae9c2befc36e745d9ee5e31bf1f00917534516304,45.55.55.22:9732,0.00119999,4,4
0281a5dd5cde49f989f490cf365697e46c78b478e72196507c642088d157135ff6,35.229.113.68:9735,0.00300000,4,4
026a85c5641216f3b21d9a0bf0c0f7aa1ae3f5f7faf2e66071b720b8e310af3c19,35.196.167.124:9735,0.00705000,4,4
035c0fe76eea9faf84d630cf749f3187e5b54b22c0e5a50079d4ccdd4a2b00c11b,None,0.00237000,4,4
03a383f3dfa9391490b4678751eb25da060f64394622e2d15a6392c642794d5716,89.246.5.210:9735,0.00625378,4,4
039ccb496c2420e4567904156e0663f5b9062d3390ab090e118cff7d2248dac0d2,88.75.18.188:9735,0.00475295,4,4
033c18058dea9758e7cbe617896e8958a1b824705bf3fed5cba14bd67959d79e05,35.227.16.214:9735,0.00479445,4,4
0232b889bd737c2adc4ba55989c134b4edd04fc308bb1ffe0e83c3e0172d9af840,81.108.8.21:9735,0.00606000,4,4
02f838f774549eafd782016c7a18451d36c4aff0a663e3d1d44b8ef84c5debf8c9,79.206.95.51:9735,0.01235959,4,4
023062afced94dc97f5d756f94099b46b25407df418d3b4cf43d03dea3417cdc43,138.197.162.95:9735,0.03194847,5,5
03573d821ac340980ea15ae2e84bfd0365690b459f0192c946fe49fb5bdda8736a,None,0.00170000,4,4
030fa86e2373b885c61c8d79bbd337a8f50d0033a22d6cd1a4e81347b2ba28592f,173.212.240.39:9735,0.02899366,4,4
0202092d5764a4e6477590ba40c0766d84cc6c42f722fe8a73f4a436268a00feeb,94.67.111.41:9735,0.00039000,4,4
025a16e9a47849157d91697f8604ca391d9fb0a429cc9d8e90fbb7290c8156d16d,None,0.01190875,4,4
0394a4db4f1bff8c71cea8d39e04f08ec1fb6c7013d6ad363145ac94949a030688,None,0.00370030,4,4
02d558f5f7bd417fdb6f420ac4aeae6bdd918b0e1973f7ff4978d698a9910fbcd5,35.196.185.146:9735,0.00465000,4,4
026386510b766f74c2ef64261ad048989b398677ae162dff5eaeae91f9cf176087,185.86.15.23:9735,0.00090000,4,4
020fe7fc5f21c36b1346f57efb4b97d0af92159e779588960193a8375a5488728e,86.21.109.163:9735,0.01320000,4,4
0294f7b19301dbd48c8acb45de2bb113c205e274c858fc416157988c4490974c80,35.229.25.34:9735,0.00556445,4,4
02855587bb45602ca6b0742345a0b3ed944480674632ba587dc2f1a6050fa676d8,None,0.00000000,4,4
029ea1b9f2786ef4b217cb2f5fd4195cb8d408bd67b738142e7b822c186f255ac1,35.196.203.133:9735,0.00176500,4,4
02b0a692e15ed71ceebe69e684056991277962717973fecc140a19f78688690584,98.115.9.182:9735,0.01665971,4,4
020384685e321a44cac1a1683a5c660c8eb62b840b174de8427d2489b5e64e13fa,35.204.1.42:9735,0.00142000,4,4
0265af0fccb2642f1824b9802fc5cb38107a68e706a596ed68dae3fe8fb4f68903,92.106.214.8:9735,0.00460000,4,4
02abafb0e2bcc74467135beddfb5924f024412107c1d5a1ca3f4252aac5e6f13ad,24.156.233.226:9735,0.00233541,4,4
020ec7e95afc18607ce059ae8d6cd5c7462ac425a7d58766774d70d0afa4a8b9d3,35.185.95.62:9735,0.00059000,4,4
02ec1bbbe4c3f1b149b4e66c34d4f4ab80ed7da5bbe1dea04c8c8e46c4e90f8ad5,163.172.61.48:9735,0.01640000,4,4
031ad40e94278c0f90284831a4335cf59d17e5de12c249e7ecb3c2a4901fc435b1,13.90.192.114:9735,0.00203100,4,4
039efee6e74c7711287f99d478889bb9642aaad7e3a628ae02373b06735dee4ad9,35.190.163.87:9735,0.00114500,4,4
02fc583d2402aa9f6eea87993334d8b408050cecc678be39d9a50fe6e6000183c9,158.69.180.187:9736,0.01220000,4,4
035037bff6f29a14fa539c95b47d80626d097ccbb85d3a901c13e43cd73f7ece12,35.190.179.62:9735,0.00062000,4,4
0296728e6985af3960e097b94062eba5b7f5e6e9cafde92ef4c243c95d942d4cd1,35.227.116.172:9735,0.00556445,4,4
025d728b14994661266f6d0fa7c0aa486f1b625b61a4b5b003a6cefb261b38a232,None,0.02165762,4,4
03732e251034fbb110f4575ace7f3e586dc41d1c5591c39ed85c5c66d17549e195,35.227.61.134:9735,0.00194600,4,4
0397f5dad31ff9fb047a55134eb88f70acb8f4b4d2b2acd1181480c5f0ace9447a,35.196.118.140:9735,0.00200000,4,4
0350192a6345dfe3ceac10c1de6fe3d1fb3a554f70b69c1baaf4eee1796021ab7f,35.196.24.152:9735,0.00250000,4,4
02f63f6c29cc1bc19a9d2413874e07a3907badb96b69a05763f62f541a87a9fbc3,35.185.83.38:9735,0.00113500,4,4
02612e03af80938790108bb00ec5d9cfdaf8ea2aeaa2a141d3c0d74622a7cce88a,35.190.170.40:9735,0.00017000,4,4
03502f9d7008b54d6ebbef389e3f7285144f918e4efcb8080513771d003d166785,35.196.253.119:9735,0.00032600,4,4
0353849a780d7ae1b27567d83a20302cc49af057eef883d5eca6446e3900e99567,158.69.240.62:9735,0.00132222,4,4
0268b84ff41b75477349c1b1a8ab77213294884f7816028bec6704b325718c89d0,104.198.96.115:9735,0.05979306,4,32
02868e12f320073cad0c2959c42559fbcfd1aa326fcb943492ed7f02c9820aa399,104.198.96.115:9735,0.09653883,4,47
0328fbda8c1efcdb5ef375742710de71b9bcc93dbb16af22e2cf3ac84eea47dab2,80.211.252.104:9735,0.16782715,4,4
020994dd12d51dd6effa92f76e7f390330f549a1a6a3da222f3ab3c14b4ad1abae,35.229.17.64:9735,0.00303500,4,4
02e71304fec05b00c35e24fa7132dc473f36971667e3b6d53d1c9cf73c4394aa83,104.196.36.128:9735,0.00556445,4,4
0233a6255a6832f8d7e7e1e99464e76f86cfff021d18ef59f3fd46aa3e59f95c8f,None,0.00400000,4,4
03d0dd77ea5a466547fe9bd0c221266ea0a2f6c6dd5ad282ddac01e6f33a4a7619,None,0.07377893,4,4
038ee4938d5d958c597c1a5b7cc8999e5330ee80d9ca621948b5e2ee58082a1c96,35.196.19.5:9735,0.00210289,4,4
02075d9e3b096424ebaf44ceaf3a1c8560d0d30940ce536fceab2cc30195655729,35.196.175.75:9735,0.00037500,4,4
036fd589f3d7cebd9b9bba22b1a66b3cf48ae0dc2464e77d6d503cfe219201b051,81.100.211.207:9735,0.00211413,4,4
024098e05cd67fc8b1dcd0edf0c12b441c1e1f0db3d953ea84229abc279e1079b2,46.38.245.95:9735,0.06583627,4,4
03ed40987f84af455896624387a3724e109a3079a376fd683980dbbbc2fcecd12d,35.185.7.254:9735,0.00017600,4,4
0246fcdd334258268fd91429076fade3ea7f3c37fcfb42fb92f45a44ff286b5405,35.196.74.235:9735,0.00457945,4,4
02ed52257c30250760e03e2fe111f90c7e754b28a4bb4fb20d889e0fb5283b7134,35.196.102.49:9735,0.00014600,4,4
02023587eae91eee2cd6c220caf6f4e89bb50496970c3705c2b07cc7754585ac7d,35.187.178.154:9735,0.00090000,4,4
0236d51519a4febe33958d4d68d9cba9311234637a00cb2859ac68fb33593b234b,76.21.40.137:9735,0.00171042,4,4
03500908ce584586fc08bcde3d58cc37d0dadcda0a604c662edcae51010c0dd0a6,104.196.110.160:9735,0.00714445,4,4
03e5560037d44bbd0f79e785f2a39829ab0cb249c8b909c3dee4b3ce5b226eb834,176.107.130.62:9735,0.00350000,4,4
02370564de9a61a4180fdb96a7ef49e715abbe544a1f0196cfd86ef2c879e27853,35.204.237.28:9735,0.00950000,4,4
02864ccd358d39a2290f6d94d5e32af67497cfb719ad8e6e143e2f26c32912bfa3,35.196.189.134:9735,0.01071100,4,4
0209b7882b576a18e5fc8439aa7fb1f04f0b27d99cfa26c33541cccafff514e802,None,0.00428666,4,4
03b8061ce8ffaeaf6ae3a0082edabc7bee7e0a38d9b69ec05a0676f2b1927618a5,35.224.14.213:9735,0.00006100,4,4
03310b9622bcf69661d93eb05e4fe951620cdd4e0af06f008c901936ab68f71518,35.229.59.49:9735,0.00232599,4,4
0310ca652ed911674fcd468abb25d4dd7a9b8d6d94425cbcd2c4a6e062aa022991,35.229.125.151:9735,0.00014300,4,4
022b2f504674f9c4ffafc40642a91eec1aeb3425d620463706a1ad00b335966fa8,35.231.78.24:9735,0.00061500,4,4
020de548b86e373e795e37343c9ef6f972d45ade479cc71ed5a9a7dac2588d0a37,133.18.56.130:9735,0.03331735,4,4
032689565b8a7f6cb0bca84b3a14a9f9d9aeae5ae8035ee4f834dd01b55f1b627f,35.196.21.157:9735,0.00059600,4,4
024b53cb2cce5d70a734a2d82892d1e9a9df2be599211d5ded6386cd833068aaf2,80.211.249.248:9735,0.00250000,4,4
0345798398715e92288ead54a53a904a075c6a22f7f4a84f98faa72d360e59c71a,None,0.00672027,4,4
0358b16702a8562fd7ce4dcaf0df08e97e1665ceca15e2558663445b9c8a363224,188.127.178.44:9735,0.00245632,4,4
0228e4b5e00a05f400411a0b556fa0fd4d7609555dc687bebb9b70419aff15cc3e,88.6.0.249:9735,0.06822000,4,4
0231dd236296211bf0678fd94e29d630886ae19ad9726f6d55a8871c193cde4f57,35.229.47.177:9735,0.00321000,4,4
02b0ed657ca868b6c10efa868d5122f1cc7af12f37737f23e7d2077ae6e635f760,83.56.107.190:9735,0.00157775,4,4
03ca035ea082d3ba5cba13890895a0818ee000a99d983ec6e65ebeb79fb6d986e3,155.4.193.242:9735,0.00572000,4,4
032f873d1fdbf0ee48b4c3aa0bdcf231922e455fd400c24d7275bc42653a92483d,None,0.21249700,4,4
020600299b8f383a61781d19f917f355fc712e1e0e58dd4d3e3e1dd4b5ebb38f7a,None,0.00631234,4,4
02a32eaa2c27217651065a8cb7454616dd29b9f6eb9d2c0686403174b20d39aca5,35.190.150.1:9735,0.00182700,4,4
039f60e036aed5adb460cc0d6b409b605506faceac3a896e33771206112139c598,37.123.101.201:9735,0.00412222,4,4
0336df94c9f861f6e36f48427e100a68c2aac2f3cc4c632c816e3d2e12b865c183,35.196.133.139:9735,0.00100000,4,4
039c5e9d35bc1fd983c45f338cbd53fb41c3ec85531f623eb05a6097cc04beeb00,35.229.111.93:9735,0.00008000,4,4
021a5165a51e0216a16f3f33aa8fa368eeea69c5f27f4f647b3fd70d289929741a,35.231.13.128:9735,0.00222284,4,4
03830ecd6fefbfc926a35ba474e56bb7466402570843b4936fbd984b7fbb213ac7,94.130.131.239:9735,0.00013600,4,4
037f709e708f83bf2217369154316c769f5754e5eaf6a2c667fb9b4476ba8f277f,84.115.136.45:9735,0.00110000,4,4
025e6fdb6af937a959e70f83648542c63ba7dc478cecf21d27c0d531156ee135e2,173.212.252.249:9735,0.00122150,4,4
02d6284ccb2ce82f79e938a82da23b9f2d2fb659c5147e8d58d146158c8cf48aa5,35.198.94.65:9735,0.00036050,4,4
02f2fccc11d34d7fce415a97ff9fd46867e5af780c9c71774627fb311815d45a81,146.148.87.177:9735,0.00046050,4,4
0230d1a9462fae76bc20e9f5eff885a70f4152d9eca912418cbdbeae9a331a96f1,35.197.72.115:9735,0.00261050,4,4
02d854e9af2e1a695b20fbc57edc8488f0c71ab06a02da5f129dbd7f333162ad35,None,0.00550000,4,4
02049355ddbff2082890b26cc71edff6600174f9b6971dfdf560324d3577131d5c,54.194.198.148:9735,0.00061050,4,4
0268cbff355499bf97387dec397614ab3bd0e3e4361475f624a83f250a5f5ed5b2,34.243.225.57:9735,0.00010971,4,4
03a98b60b81e126f5f588d8c77cf621ac3cd57bc44570180ba56d0af6a7429f3c6,192.81.208.200:9735,0.00222150,4,4
02e757a6afd77a79b6cf511c5341b2caf16f4233d65baf505e9bdded85b48b7e66,185.3.233.32:9735,0.00061871,4,4
036ae36a040de460e126b73767688c98cd4824dbd9aadd811d1375e9cc13d5ed92,77.173.197.173:9735,0.00063845,4,4
02ff5053660e8763befd147411544143a106b65058ffab432a21277d68b0a4a491,209.126.96.119:9735,0.00098050,4,4
020b755f640655a79c7c2442281959c37b3aa5a8e1ccc42b25934f744e5cf5306b,82.217.214.215:9736,0.00271054,4,4
038a09e4bef5ccd22c94d6f07a878d496c6fd2c501349cb7be90ada06fcde5132c,155.4.12.246:9735,0.00220000,4,4
03d5cfc87ec933a522cfc496273b74de47753bd3a5cc4d3cec445110a775e3cec4,95.211.185.14:9735,0.00578298,4,5
0331ba4e0a33f5555e583bdc833ceea1fbebf4a4d57929a7b1f51c4fe5b465ae1a,176.107.129.153:9735,0.00251050,4,4
023e2b9bb357b1bf135d59551418178ef020cdd77efee7939cdd7c83f41256f7b1,18.220.120.47:9735,0.00727368,4,4
03e3d670d86f33181ee7451f14998b376a0d5deba8ab064b4ebe5ad5706f7b112b,222.129.253.32:9735,0.00252150,4,4
03713775dbbc5d908f9a113be4b77b74fa64e3302a107ea40963ae81743d25fcd6,None,0.00047000,4,4
035d78f9199f1fe3bc8fb77b3ccb987dfab0e86658408b41da1f6887bdb9706497,62.102.148.158:64338,0.00302000,4,4
03e6ac3db37d6efeaa2be3d9faa5fcb9bf41d3feb03014148475b36e9688d12c24,173.212.220.9:9735,0.01500000,4,5
02143e24e8936cb04b443bbe25a7d76997de7aa47d17cd32b9dfb210661b1a09d2,None,0.00011000,4,4
036e5f6c4697e39c1aa75d65b1a6c9041f2724ec04d08c52ad210f4440a692a080,35.196.79.82:9735,0.01400000,4,4
02d651f88fa08b95c772a0aeb7b32ac4d4700e5e0a51c137d99ac7aee86d18d5eb,None,0.00022288,4,4
02844b6ce10197a478834444fa13ef594a4ff44636ddc89a8511f42202f861e2e7,207.246.113.225:9735,0.00800000,4,4
0234f282a337f4aef2bd985c38d02f5fcc24d1c3adfae01b62df18a09297cf15a5,212.112.2.58:9735,0.00320000,4,4
03204b29fe80bbdb895b50f40fb81a78ccc53f2de8eca6bb234facffdbf783ec96,207.6.149.200:9735,0.02062675,4,4
03987c2e42501433973821060882d3c76f6d334cef64ca8853570593d9ab273cab,None,0.00123500,4,4
039c4249e620202add3c61cccfb406d4d4e56900ceaae12b4d2d298ee3e4838852,None,0.00152150,4,4
02df6f092487ff5fff2e03bad300485fdb7e780312ef85dac4ecdae9d087e9f3c1,35.169.210.217:9734,0.01820000,4,4
0292e8060da527f77be1db34a2a9f0b0baf158094e7424970806d5c9f90f4db312,91.121.174.41:9775,0.00570143,3,3
035871bf664d4cca16afa25b06d9e9ff869e9d22887dd466c09b51d1bdcdc574c2,54.36.61.45:9735,0.06400000,3,3
03725512f6eefb87b12d4fcd8f1c53c1077e85e8fe86bee5274417a8886862c772,195.181.223.123:9737,0.00596000,3,3
03620f31cf2bb95bb70c8c7bcdaa0698cd9bc7f17987290338af301eaa28c351be,13.58.198.168:9735,0.01911705,3,3
0272d4499b8fc57dee7dded07c5316b7546ba9de9d3deceba065511f3237cd20f9,176.10.136.249:9735,0.00090000,3,3
0212e500e63f4816dc11e402393c9b7192746b32028fe9258a199a252d3995392e,None,0.00144539,3,3
035ee84cef42d1a4aef837d7c9b9139e6cdfd0ceef7a9bfee7cff177ce54360a82,92.35.34.106:9735,0.00900000,3,3
026effa2704badaacd4cb7a73b9a3eddfa13b4605d9504e32f3a7086c758bfc8ba,91.138.156.103:9735,0.00746340,3,3
0256812a1cb2539a5500f3c1c20db5ed7626e3878a552e3356c032c7bec2b3060e,80.253.94.252:9735,0.01129999,3,3
029ebf4f699a25d06f04d448bf23f0d2b2f5ef1a2429fa9887a3066831c446ba58,None,0.01000000,3,3
0381a0ea5b08148d5d20cc345d6127f4288a1f43ec195e5a2e277b4ec7c2c477ac,216.160.204.10:9735,0.01006639,3,3
03a5f83dfbfe9830406cb95ebc7231b12150a0f885c6ff0c59c1adfa9309796b02,91.121.174.41:9735,0.00216143,3,3
0350ced8115e38ddc7d0853435083dffbc8aa4987a961f3882aa1e142e9264030f,84.75.26.172:9735,0.01467526,3,3
030bb6a5e0c6b203c7e2180fb78c7ba4bdce46126761d8201b91ddac089cdecc87,78.2.107.115:9735,0.00300000,3,3
03a5a26dbc35fb5fdd97475d83955d6b6534974a62160062833444525743766d69,159.69.21.84:9735,0.02200000,3,3
03ab75012c0a552ddb0194f43d57d9af2a83a86cc2a96abf0134c6d9349819c8a8,139.59.214.118:9735,0.03800000,3,3
0229bfbea3f31a9b720b9da68e20b53c692860769e446f25daba27f6e9e045ea63,93.40.7.67:9735,0.01900000,3,3
03c41965cd7796ae54dbbf684518bb5d6e0baacf49f69bd4e7ef02a164387bcb5f,None,0.00299000,3,3
02b80cabdf82638aac86948e4c06e82064f547768dcef977677b9ea931ea75bab5,138.68.244.82:9735,0.01245000,3,3
034a0fa8e6d83688f3e19c2bcb93fb9d6f366d6c937dbc3c744cb21db6e093958b,34.225.79.161:9735,0.03200000,3,3
03d1af91da3c0cad7d3501b2031db9bd80628e9e829f5d1fe8985a3116176cbf30,79.172.14.46:9735,0.00879100,3,3
03984d92cdc95dfc197c190f8d99af095089ce70e00757920a15625919e2f0dab5,58.176.109.230:9735,0.02132765,3,3
