pubkey,ip,capacity,partner number,channel number
02a22259379a3085d0e02bf9b8f213728f04acdb8862f84c5233414c4417d5e974,31.53.163.8:9735,0.00000000,0,0
033c4dac66019d6b8b887e8ce05a063e5f65272def0cf0c6032264d1bd48ded331,None,0.00000000,0,0
0256549772f19193732272f1ba756ca7968fc53a6a9583962dc02fb6dcc1e1e232,159.65.90.68:9735,0.00000000,0,0
03191c4277da3e307a688cab12487e72de845f6a1c175a724e9d4ad9942c63c031,194.118.17.173:9735,0.00000000,0,0
03ec8f1a8edba59cacca4204177ba4147b211dacc2ca5217953d5ede43ee983ed5,174.138.3.92:9738,0.00000000,0,0
0214cd65d3be0b78f418d21fcbf530b77fdf673557c0088c4ac04b46ce0a5940bb,79.206.86.241:9735,0.00000000,0,0
03c09927a7dcc1824366a7767b393a1cd70ba82028dec22ca5d15ba3ffc3ae967d,174.138.3.92:9735,0.00000000,0,0
02ac6277c869fd5d6713f68ed338d33ef53f518bf1fd89767ad277b7f6859b2cb7,174.138.3.92:9734,0.00000000,0,0
036254bb32b2d9bde750a1760fdc9eeb833a0ba1f06e6fd4706b5b27dc11be172a,35.227.109.8:9735,0.00000000,0,0
02d1625e4031f3f9d20467e9d4cb25a58636f3c6b13de89e3deb5107a96bf6d776,24.84.196.166:9735,0.00000000,0,0
037989b0844bd490f5f6709825066c2d8b23f4036a13c4e2f7daca37c956a89ebf,89.247.47.173:9735,0.00000000,0,0
03ea4af1d1d0880cf599d4540c1f27a7d16779bdba7a3519e87cf887835ff5ddc4,35.190.161.195:9735,0.00000000,0,0
02ef771aeb750fd2b1a7fe8e5f391e9b05d37fbc7bfaf8e407f2f0d78fba9074f2,35.229.87.65:9735,0.00000000,0,0
02c2f1a7ef27d72660da5770cae905e2ff8bacdb319e67902df8c61e7633879af4,35.196.74.149:9735,0.00000000,0,0
03cd64d9a97d8b37eab9349805784f0e64229f60c5e4a592c130dd5c4dd17b9f92,5.51.82.169:9735,0.00000000,0,0
037da6e60012499a7cb500ea105f9a53a2f5a0c23b273653c6a1e2a2c6b1e759e3,150.109.33.191:9735,0.00000000,0,0
032871d0e911d00401999a1271c47e5476847ec0f407005bf7d94b3dc8cadf10b7,109.90.237.143:9735,0.00000000,0,0
020bb3468750a1211fbbad8590e5fd943911c6ae83154e842bb61e242c20bc664d,173.21.217.102:9735,0.00000000,0,0
02fd98ebd4cbedd1317d629d62d192cf943f0134c61464de48f1e232d861de4ef9,52.55.248.131:9735,0.00000000,0,0
03e3ec0c6f3c700fccd698614c811d8353e08834d386a31cd8c908b8853f83dfa7,None,0.00000000,0,0
020c8d68d65976f9968b62f459714b1025e707023cc3cd8f5cfaa498007c02bd69,None,0.00000000,0,0
039da7176f6585a7b986461d93ae597b2d02574c33fda24f7f8b16615b9412ffb6,None,0.00000000,0,0
0324e21aac9b21539c321a463f6861b0a07a3494d127c8454a1ea8fdc6c2ed29d5,35.192.161.132:9735,0.00000000,0,0
03ff027ed8e0ec268a5fdbcec8205d4db8667dfdc35a492b92a2376810a117b11c,35.196.41.9:9735,0.00000000,0,0
02a2f4024330b174c0a8678d697a281833201f5f3c9453b482a938e111be3b4229,138.68.153.2:9735,0.00000000,0,0
02691cca56a1affdeb7f3963ffcae5119d94a273bd13dad8c9066df9f3b1e6f41c,35.196.105.255:9735,0.00000000,0,0
0277d055a3d7f2eeb1d1e82ec09af8209d3d2a7ba8b6e4de653b3cd1cc968f6f36,176.31.182.160:9735,0.00000000,0,0
0204a16c332f22b91b73660db017b7e6a93c0d20ff0c9d6f40055b5fa1de87ef2f,35.231.93.163:9735,0.00000000,0,0
03c2a47f85f9d0961a8dba7980de52a4a6c5c27dfe4a1f1cad91499d7aad9ca013,None,0.00000000,0,0
028ae918ec1887f083d0df1a58cadbaa406310a007e9d634254aac75725615b2b5,None,0.00000000,0,0
02210867247173a367cf9aac7e5ab4d7ddd7f6c346b87afd52e82f975d20dca984,35.195.38.250:9735,0.00000000,0,0
02aa07df1822046f7d707fb502b80279b21246f03fb6a8bc0a2b35061c60ac0c1b,192.168.1.8:9735,0.00000000,0,0
029901a35dc42812fc8e4f3659ec5b6d41871dbc03b1084374406e78339b73b85a,159.65.27.48:9735,0.00000000,0,0
038131797e2de900260e6a380267d1289645769ff5d27aae5f5392c69f8bdab20a,35.229.26.145:9735,0.00000000,0,0
0265f9371761104f7335bf4fce94babec3d9419d7ab569ec9f3701fbf0fc173250,35.196.74.76:9735,0.00000000,0,0
03fbca937718873f7294f352f4ab02c9c0858b6f0d0690ab53e47227f3e6938efe,None,0.00000000,0,0
02f9bd8b92ed3cd570ff42c4285906f5e39019b35a2c71df1e15c74a5b186e75ef,None,0.00000000,0,0
03f782a49191e405ea572efe5fd2189c0df674ab9dde37d407fbcbc327bed97262,None,0.00000000,0,0
03ed009af29d874aafa0cb069e8896c7df2113baf39dbc4807d5417cbb295de496,None,0.00000000,0,0
02255436405e6ddfb7323c43048cff3a26c932afe6130d292a740e72e8f49aa636,None,0.00000000,0,0
03075112debc5be99ac3947ed5da179b44e7085b65d1811f573a6ed9aae46352de,173.212.209.141:9735,0.00000000,0,0
0342a81b44766dd03b9c5967467014dc2bf6e3c5ac28aaab2815303ea674b3460f,90.199.65.43:9736,0.00000000,0,0
027e8235df66a21cc7178394e50e40423a100dabad1dbeca94f179fadc81eaa8ca,None,0.00000000,0,0
03e8977a1acb533de2d53ea1fcea52099a2e06ec4b9ed99f64b8b5a360fee55d21,90.199.65.43:9735,0.00000000,0,0
02bee62c4ebc9419d7cbe704b1c3732edb7fc4e91a9b350f950b61286fcebd65bc,104.175.172.119:9735,0.00000000,0,0
03c965f1ac7849296e9ff3e24d431e203a6130bb586bda109f5ebb68b53f5124fb,None,0.00000000,0,0
029ed13a8762d2224da73835d862501aadf11d45a97b0dde128e97b7efbdddc6fb,62.210.66.225:9735,0.00000000,0,0
03c20a3921b38a78f96477d92fe244b034ee2d2657d8825ec7452daee0395ea2f9,None,0.00000000,0,0
026705be36c11dc8f419855ba9919590f98fbefc91a5fb2983085ed5b8c45e9c5e,None,0.00000000,0,0
025826cc9237ef5769b7638e6809ffb2c00e9093149eeee11723814f0a2cfc990a,None,0.00000000,0,0
023fa0510c4980fe6dde009561ca94ac1b76c83e8ccbf0af14a4e1fd14a2d14330,None,0.00000000,0,0
02567d342cb3d03e75aaf30bdc794fa20e1dc9acc1caa690517a39dd382029e708,35.185.110.82:9735,0.00000000,0,0
03f929098f02467c33f79976f6a6939db1db785814b814821302304fa8692cf3f4,40.71.4.80:9735,0.00000000,0,0
024caa3e84814aeafb5eb272b037758dedb81a33e63d8c4297dc5908bea94f81bf,None,0.00000000,0,0
03a9b4f246e068a8700b385c8857fd1826873ec0360e100275315c042d2142b4be,None,0.00000000,0,0
02ba47d2f92051008bbbc3fd85285a14fad313eaf7c7750e43ce3b6f7ab7d37236,None,0.00000000,0,0
02d2aa933be12fcc98c6841c0011db01e7c7cf32c432f9080bef3710a2684d1c1e,35.196.157.108:9735,0.00000000,0,0
023aa85c3ab7f5492db500283b8b4aff89325651e768642e7bcb270ad9eb16d04d,35.188.42.255:9735,0.00000000,0,0
03e1c3db6320adf16adc00df77703ac29e76bb5f27674d0928ffe11413440b525f,None,0.00000000,0,0
035c96c72b0353e9b3aa6adea0c5bbf622a8683a40cb11285f45cd42f41119ec04,None,0.00000000,0,0
028cdc6a8d00fc176bc43afcd3c2bf5b916f9d420f424a7cf130e632124b4c3b2f,None,0.00000000,0,0
037526ba41d897a211c64d6e0b5e96787d9677148f6fa42f486af0b2d23512820c,35.227.68.41:9735,0.00000000,0,0
032590686c7e2903f6359a79fc74f52930234c454e03f93ca233724e726e33a51a,None,0.00000000,0,0
02a4826663126af1bf1f3926736aa6a73d2c27a56d620f0a7cc9a8e4a7ae49df44,35.229.118.3:9735,0.00000000,0,0
023a493d34f76cee44e7ffbc7c4f4eef8fa80c0e182e4d81fd5ba79b7268cd59d7,35.227.16.162:9735,0.00000000,0,0
03736185c42419991faae41ab13956f7249d602c711253310b7dd5e5f658fbcd00,80.211.249.248:9735,0.00000000,0,0
02bea997eb1700bab90c332de2b3662b4d81fe7b57f863dfbef87016fe4042e4bb,24.122.244.181:9735,0.00000000,0,0
02cf240481057111f6a67bc2a800e6d14938098ba859b6913b04c9ad9efc9f640c,76.76.240.247:9735,0.00000000,0,0
030da2cfcee03a26d87f7cf2396e2dc0d74e516a1e8e89d4bf9fac783297d61a94,61.230.125.227:9735,0.00000000,0,0
0287b58ac82baed4effce133defa1713fc8f2691a8aab85467ae3bbf203f71b2e9,35.185.99.91:9735,0.00000000,0,0
026741485734100622afeb2f5d50b6baaa53a363bf1c2653a1ca2a85dad3a4b1d6,None,0.00000000,0,0
02ad025b488da66f316d848fe5836b862091012bddb37bf51dae0f88e305b275db,35.196.205.79:9735,0.00000000,0,0
02cebf114ba3859835c66d2802f36a177fda20e14b9daf37257e35584d462e5a01,None,0.00000000,0,0
03d3d31dc9e61e70a208c086da6c33b59a5312f5c9172d58cbd3d9f8ecb66d64cf,35.196.227.157:9735,0.00000000,0,0
033bb0b0209c6d27fa79d926b1c9eed078b1e12c881323b82a08fd6c2cf9afe225,35.196.146.248:9735,0.00000000,0,0
0333607de9e867ca9e12e955233e39b224d09d1dcd226271055f6d40381b0c2342,35.196.191.230:9735,0.00000000,0,0
02a4600bf8e2a2115bc488f5f1e9a6ccbf3b74b9797a6aafeca8d5b1d84b339246,35.196.35.226:9735,0.00000000,0,0
030388b65ab44bce88cc1ec2bde971c3032f9d8342e07ed6184019f369600d1ed6,None,0.00000000,0,0
02501c29c2cec7049fa689cc723b90b721a393abd507f4f9b5a8b53074f716e000,35.185.46.8:9735,0.00000000,0,0
03c391a535a393b9472f8bfa4341f8638020c016a2e386420fc7a45a712bd9e153,122.11.174.173:9735,0.00000000,0,0
02322b881664f55e2d33ca644cd92cde0c44bc19b935608baf9cc8b0468afbc523,109.65.225.173:9735,0.00000000,0,0
027480ff3dc9bd323c36fb65625aac96ca88b16c2fc41264ccba3ba71f3c2c6743,None,0.00000000,0,0
03055e5147edcee045039342c4e866b7e6a201d0c4d54a005c0108b38d6737b69e,84.46.33.118:9735,0.00000000,0,0
037fa7ba2a48e938e60e225303e1b31c7e261d095fd829ff696ced83e85094375d,None,0.00000000,0,0
03f79b6cf7c0a90c37a8101297a7d6b2b1cc302f2811c5dc383c94bb46007beade,177.148.137.199:9735,0.00000000,0,0
02a2f653d23a81310c94cce84c9cdcc861840669c2a11c45c66fa0ef939af41deb,None,0.00000000,0,0
02fcac2f170e9d9bb726fa228868ccd9919f28df53b07dbf9642a5db40119570bb,None,0.00000000,0,0
025aa56d0a2c7b4f6723d533690b1e774db5da3277811526ea340189239921362d,52.236.182.4:9735,0.00000000,0,0
02f129c6e7154bef4d0167830f2cfdef535af6f03f3a48bdb999714c25724b0406,130.160.144.22:9735,0.00000000,0,0
03cc777added3f2677a7c5f9f7765c575f8fbde14363750289d04328af92fb6c29,None,0.00000000,0,0
02fd28db7ede4d5d6039fc6c7be14edbe89588af0f193ed6b0001e39fa81ea50fc,None,0.00000000,0,0
036362936ae2041631a12a397190878412dca690d5ab4038e28e178e2417b4bb69,52.203.202.7:9735,0.00000000,0,0
031869055636dfa3249aea97c7d2e1a2c6135d767fc17682e9ee60acd8acf055f6,None,0.00000000,0,0
024fc11b24f670aebc2a3c76d3a59cc01f0364e5e194fb98cbc203746d43c578df,52.25.9.37:9735,0.00000000,0,0
0331848280bbe46daa7410cacce374191b7a37b39513c3dada5f79ee2fa7e08a85,None,0.00000000,0,0
0229cf81c21bbd21c2a41a4ae645933b89bb6d9a5920ca90e41ba270666879adab,None,0.00000000,0,0
0344af0d576b05a2784aa1c418323da5894207e771405448d819b6ade2649d249f,None,0.00000000,0,0
03c3648f95d9ef15ec388033083e1093e7b779689d8da4e0d7153253bbe9047fc0,None,0.00000000,0,0
030d1bbf4e701ad52aef64de354ac106c7d9c055751b4dac66f01edf9f2a202bd5,35.185.27.12:9735,0.00000000,0,0
0259b556a905c45b323c8a7f32c4146655e9932afcc384520c24e41dc74cc9a7ac,None,0.00000000,0,0
03e24f3ec1ecd187d32b5c903292e7f9cf21306a361e30c919ae2c4555b10537a7,None,0.00000000,0,0
03fb4208bb294166a489857eb2fc8ad5538de6ed0575d1e09561437fa696f38716,165.227.135.242:9735,0.00000000,0,0
0383ae35ffaf082037b02c0dd2217d100e9137d9bb26438fafd1de2dc608676a3b,35.231.76.123:9735,0.00000000,0,0
03792cf103883f9ed5b681c16ed56f69adae66ba57b3f0b3b0f5d31af71fedeb4e,None,0.00000000,0,0
03a2fa883339d4555ea7f400bf7eb7f6f0ca4144416e37eba9a518404b4f4a00d9,None,0.00000000,0,0
0297216559c905031bf439053b117f4cc7379e2e88daef97a5d8adc9b829b04e1e,144.202.89.120:9735,0.00000000,0,0
02cbbc39d3c061e27554f901a5de70696db249444c1d8a915591e659a06d8d41fb,None,0.00000000,0,0
031fe7c71de3530aae2b2d810fe39b9b8d57b09521b39b898e4e6070a8e02b44a5,None,0.00000000,0,0
022442ba88af6194153b0d8f19afd75c151992110eb8b9c7daf532f606276b45c2,35.231.103.2:9735,0.00000000,0,0
031ff58556eb0d5b10b1125323a918bf5c0b38b90e7d34b024819e0feb5c980245,None,0.00000000,0,0
03bf67c1435826789dc34e8218a0e0c3cb378f502ece866197658574851d6cc4e8,35.196.185.33:9735,0.00000000,0,0
025732299806fbabfafdc3cdbbd9362edf56ad946dd1478e2b532f0872d176e9d3,35.231.47.59:9735,0.00000000,0,0
0233fbf0a156b84d1dfd80830c2ab6e0d40f9651cecfb765a62c3660e40ad688d2,None,0.00000000,0,0
03e8e42ffb48766e0c7202b3ac53b6d5ce8348a5a39c0e42d4fac0a50d25a91411,None,0.00000000,0,0
038784387e1a8d4c8a24ec2694a409bba06d997751f6208449a16d0898ee0512fc,35.227.75.154:9735,0.00000000,0,0
036225c639f202009fd526dbdf66b00288fce64fd039c7b3c5f9bf483b82ba4850,None,0.00000000,0,0
02aa9e74685d3afcb7bc2dbd4868c98838cb15c7314a05cf45921e3c25701478dd,None,0.00000000,0,0
02b58e5c0390e45b4d6a2f2d6098e30ff0e0459a48fca2de95a70fc77a5ae053c6,35.185.37.202:9735,0.00000000,0,0
02aadef45a49bcad2d8b22b9c429e0ec9c54c6be8e233ff05e8d5c11282a8a61b8,None,0.00000000,0,0
027f8b777b3c7093e3237ebc2bcca3aa397de6ab0263d161aaa411daad2103f6a3,35.227.19.170:9735,0.00000000,0,0
02c917031e78b3f1fe45065668020eaf5a4b0a6b8089442c161ecfcdd2b7d61beb,None,0.00000000,0,0
032e07dc819683ceeeb5ee93f4499bf5083c26235bc55617f1355aa4c66e566f1d,None,0.00000000,0,0
02edde821b1c6f3f37332a93fb14dfe82ea93cdd8912cdfa354e630b66a3fbe219,None,0.00000000,0,0
02ef6d5fba308083d826a612101e2f4e3852983d1a74dd427d3bb08f2f1f81adf6,35.184.169.253:9735,0.00000000,0,0
031db827cd8eda58b5cf376363204bf4f0531cf1ab2b211ce123fd08cd23802ea1,None,0.00000000,0,0
0365d211df8702c5185d7fc01bcce129ea831bf36867c2af38a8ba22e1bed7afa8,38.142.236.162:9735,0.00000000,0,0
0391e5f78dbaa0d95e666237556e08e42529d537dc1c89f37c10ea2b37995d6c15,184.180.255.98:9735,0.00000000,0,0
0378799fbdafebd5f037fec3fafd3776e32b831b3890fdbf32ae66dad22f06b707,127.0.0.1:9736,0.00000000,0,0
034026aacb60be6f9c92971786fcbe7948ccad44e8358f80525d619d7d1f05656e,None,0.00000000,0,0
036e65345618ad35fdb3c59aec9152f7e6460449cdac29d855277b9dbf007cccab,35.185.9.192:9735,0.00000000,0,0
028ddd30ab1f71064f3f2f47d749463f97aabaff0f7be38f94d50c8cdf81f1c571,52.166.255.170:9735,0.00000000,0,0
0320191f2e5b88766e4a89f1b01560e7f0ed5265a72c16e172b53e6c5319c0e0ae,None,0.00000000,0,0
02ab593dbff6cbc273b5bc6dedea049e898eb0df6871324d54b202475451e35731,148.75.243.60:9735,0.00000000,0,0
02e7095edf5facea2e4bd4d7a929f3ea406a679f98c9aa0ed1d8728e3f7a195c91,35.196.137.211:9735,0.00000000,0,0
03917ccfc32d8aa8c954ef9018240c23fa587583aca0d317bb8d078a3a979497da,185.217.93.99:9735,0.00000000,0,0
027b7ede5bec0a962324db9d39a339c92521a8835d96cad3b28ce2d83ac6db3d79,None,0.00000000,0,0
02b6d83d551d54edffe74ca213146f267f444f096177442188ca778d5b9193c5ea,None,0.00000000,0,0
03c4656fde14c0a76b98700b00d24d1cf249a61fa37c58aa6ca79659a2bd87b48f,None,0.00000000,0,0
0219c9d12e5f60aa697847379e11640873c351f0c35338d36a10e681e3644d1e32,35.185.18.154:9735,0.00000000,0,0
02a08698555591e660494f6d855c5a59463e43c72ea7db93d3d09a3a023b943c7e,35.231.56.182:9735,0.00000000,0,0
037401b212041dafa4681336b6750cd4d0469484b2280460154030d75ad416381a,35.196.31.238:9735,0.00000000,0,0
02bbf86c563acab5fa464d5fc02763c2965dec10e7ef3190d34951d0c0dc71c666,None,0.00000000,0,0
03e1d392aa505e844fae26cdd02c677e412ad562c244d122940fc037e6f33bef8b,None,0.00000000,0,0
0269fbc6fc6f3a013bfd65f6164e9136ff4d0da52da7e7db524082177e088524db,146.90.91.240:9735,0.00000000,0,0
02cffd722f871b8f064130d2879027c9b169a95ab6ccedbaea4ade7b5d0678ff67,None,0.00000000,0,0
03c87b0812112579a311241ea3980f8aaab6a70d0c05630030d01a669e708feec5,135.23.47.21:9735,0.00000000,0,0
03fe5a217a0089a339b8cdd908719c9cbb4e7ed2ee9578f9c3f194adc095ba6e38,None,0.00000000,0,0
03c5e79aed20092b588d20e575649efaf5229369b81b410de5776d67806bea2f47,None,0.00000000,0,0
03c26eb1d9b2efec50a456031b276f7efb5159817069157c798bd2adfe1dcdb325,None,0.00000000,0,0
036ef4e5bdb9ec673c4cba0ece722ed934e09ce4d0d005867ea66fbf9a4f5e6426,None,0.00000000,0,0
02177e691d4e6feea05f24d21a960e1f5b1c1b2e1f5bb15d448e90817e17586d15,None,0.00000000,0,0
031f23eae534e5d189a188da3c5786d9b96b15cd01fb5c94fa71e55b6937fe75e7,194.28.70.69:9735,0.00000000,0,0
0381f954bfb0491cc0dc88b1e1d04a5ff1777d5c1aa0f6822c4cd4f8c391c0b9e4,None,0.00000000,0,0
027e653e45ff7e80662cf6596b9cb01a299c4814c156a10b8dea02a25bf6b72afa,None,0.00000000,0,0
02f8ca3d96281fcaaac9b63a6855ef5f1dd48034ddbe09afdc09c6465ea22da405,None,0.00000000,0,0
02d748821f603d5da706cd28f33c3ca3809e61e0599231186e2685df6080e6a8ee,None,0.00000000,0,0
03adfd694178263909268867364481a8c622bf8d72ada777601910ba979e017be7,None,0.00000000,0,0
0218d4e40ca493e445ae501d8d5bb914768e143a74280c2c43761307bbbb87a689,89.64.1.176:9735,0.00000000,0,0
03860025959c3fd12c6a28b4914ffb47ec1a08474d72e76bbdf01757b04b6e6f0f,91.121.86.27:9735,0.00000000,0,0
03602b0c905d9173d02eee0d2e032accb9db034ed6714973d400fad4be0377b739,None,0.00000000,0,0
0204bdd23ce62050377bd5e7752b76ac4f94624fe851e475595426557561d415af,None,0.00000000,0,0
02d417b8de04309b63e1c64937c62ad71496727ab94460cedd40a6b5a194643b30,51.15.89.237:9735,0.00000000,0,0
020812045c9c5fa85097abbbd02b8ae30d02a4b012d5f6045bfd6681c728bf1aa7,None,0.00000000,0,0
0236343fa51317e2569a55a6c05194f8c866ccfd732016bbf9e3a6f1e4ca5b8d3f,None,0.00000000,0,0
0321d768b40f31ef6a071e657dd7fff75478f2019ce4c8515552be962dcbad348d,None,0.00000000,0,0
03e227b8dd99244b47b18b2784d90d59399e50f6720dd9dd9ea098ac666567cac5,None,0.00000000,0,0
0341f1c0b9757888403b5e1126fe150ad2227df386735ddfe627ada7dc0b89d3de,94.134.40.64:9735,0.00000000,0,0
02f327bc6f5f21e06af0732472d36fa8f1df0a20bab2d7b1591fa597fa05ef65a0,None,0.00000000,0,0
02a5159cc47a8f15168429d0036f25002bb9558a6c4d59ce92c5ca3020ffd57912,None,0.00000000,0,0
03a312b2a519e9aa92f71e46e7064dac8915cc4bc76d19626dd1d1a5054b20ac47,None,0.00000000,0,0
03452266a389bf8f28c96cded5d3c11b4101f63a6e61246021c1b6a2f6963448dc,None,0.00000000,0,0
0370ec27a805a87fe0f6896387edaf7cb95ae7ea7129fb889269e256e077d9278d,None,0.00000000,0,0
034724f3af878be055511da91b5a29c2cc5ea3104ba1e9092a725ea58ec36876d8,None,0.00000000,0,0
0302d3a01ff9f896a8898d36f6fbe25fbb98916e5a954e78e8b38fb5f5129f3ccc,None,0.00000000,0,0
0386b522cc879072b474630e88c73e8bc0b93c77164480fc0ac4fea8eafb6c88d6,None,0.00000000,0,0
030f5701119b3b2d1635092023d1f944beb4970ee00bedb09e66073fdb00ada3b7,None,0.00000000,0,0
03e1f08c95ecff853cff5f5476e16a630160dbd7823c677d65c02f1285cda48e99,None,0.00000000,0,0
03007d828933023ca4ac6dfa88a0bb91d99ecd37c32d8d85069c3121f7a2a3c202,None,0.00000000,0,0
023a4bbe5bf47d871548db3355ca902c05becf820f5fea8bf52057db5310fa1799,None,0.00000000,0,0
029f3afab83dad9b04214f627788507365e16b0fe972e753c0968f7822a20005d8,None,0.00000000,0,0
03ecf05139cae8904bbdc046ac355b4e728ffe74a7fcbe4de51cfea110a9661d17,167.99.148.205:9735,0.00000000,0,0
039d0c3b2ac3294debe59e6ce582dfcd03786ac9d30a5e543ee57e0043b6aa71c3,None,0.00000000,0,0
039d3a4aa0893f34bc9078dc005c5854541ace01c6b6be383d7dbb395dc0b2f40a,None,0.00000000,0,0
0376c3c30d4065dd0f88e84a04d9dad90ef56c06dcb9de9e9f4379508910222167,None,0.00000000,0,0
02d99a3918b4b44a9a6a5aa17ea1cd03df38353452387e759987cc6906345b721c,47.184.50.74:9735,0.00000000,0,0
021902f082b844370b0cb4fdcb64cf0b78716de0873bd32bb09af0e4315db3a967,None,0.00000000,0,0
03334ee3dd3ba2016d314a5b6e9b4f1cde61349bbebc0754fed21221e661150027,None,0.00000000,0,0
021806aa633148bf0ef0b553016c3d0b525927e003b2b7d5b3fb53ef4fc9e76525,None,0.00000000,0,0
0383e6c9e2de5c8f887a2c1a4cfdd48c74b396cfaee92dddb15183cff03cc20749,None,0.00000000,0,0
03059a3a803a80a30bafc4392dbc8bbdf6f28361cb631fd2063a3ed95132906b34,None,0.00000000,0,0
03260eb9803147fed9af7628c451ee9730672b34de6ddc9598bbbea959f1052f52,None,0.00000000,0,0
025a4b449cbebd7e1ecf482a81801394068957eb8c19ce9c1c8ddbd46d3145611b,None,0.00000000,0,0
033467197a522b0a9ac78b6cb986600a9588f73128e1db4f2609a51dc9f1c7ad8a,None,0.00000000,0,0
028670b7139d80da1b04ca8119c2c21281a6b30ee70278190ccfda3d6c75bd3daf,None,0.00000000,0,0
0336bf60f64fd042d2445c23ca8960bbfcaf7f964f94358f618734a99c60c7f45c,71.68.48.149:9735,0.00000000,0,0
030312a32a1d38d27312c9596de2f9078b1b3bba522f7d204049dd5282b950762f,None,0.00000000,0,0
02565b067e6eaec7aec48fe8ff0a7559f66ddbd2082a617bdc4c07b0cf18cc707e,35.185.98.91:9735,0.00000000,0,0
03c992c210b08ebb7ccbb2ba26e09bb4a8d536daa6f8702e8b14627a338c35446a,82.95.192.186:9735,0.00000000,0,0
03e23b722d4151a904d9dc285ef99f9e224342277b6754dae6e938ce0ecb9eaff4,None,0.00000000,0,0
0392a2f043b96d910260953b44c8896bef15f4546703934e86f3a969adbdd1b56a,None,0.00000000,0,0
025c57858c0fae9cb1af30397a84fc954a8667f94852f5bb341debdbb571a7c58e,None,0.00000000,0,0
021df81a746d2e851ecdf3c9a64a82f00eed7214ce2b3edf7584b67ef67b3538e6,None,0.00000000,0,0
03bcc1798c72dfd9d8c0b48174fdf20d296c413928fb0ae2ecc8519af0eba1ac80,None,0.00000000,0,0
033ea4883ac3f0f021a7ad6625c8fed8a1c654d06ea7158a8905be77cc551ea252,None,0.00000000,0,0
0251d1c13305d3d416ec75b4f74ca9d47e692b88fa330ffee9ae8548f14a9e0535,None,0.00000000,0,0
02baaab9be679031e30afa6199194c06e8eb928e55bcddd3601e0974248d7ab6c2,213.133.99.89:9735,0.00000000,0,0
03f83d77d643fe3728430cd69fadf06137c4e737e674f8f8f15e1886e9134fe777,None,0.00000000,0,0
027384b8480510bd12b5bb8a210bfb238020c9a58e4ac4ce80c98d5bf1aeff7027,None,0.00000000,0,0
02a5171f7120c68f7df2fd73e84ad9633d652d1c2e1db4fcc88659b77fd17a5e61,35.231.3.200:9735,0.00000000,0,0
037ad82d811c665d95fd9925fcc0bbb65b7d8bbe6c9a269edaa7865bcc9f5ca23a,93.173.11.160:9735,0.00000000,0,0
02ce7d9a4f496baaec964a8b044104161f0fbd97e053c2371b2795f779745eadbb,35.190.162.142:9735,0.00000000,0,0
02d5515317588890b2edf1171d2130b3d2af5151ed0d92b4f7c961dc0992b03ee6,None,0.00000000,0,0
03c462b88ec2b7d6ab11cacd457d5f368f285966b4711a8d50a14490fb7c54cbf8,35.229.102.143:9735,0.00000000,0,0
029a4cbb4626d788dc79272ab318ffe1360f3f9c87fe3fdce0c31ba0410f1a242d,None,0.00000000,0,0
033a6cfd3a7c3da838c152f667bd414712056599e323eda27597ab9517adac25f2,82.217.214.215:9735,0.00000000,0,0
03ab0afc90cb375e8e8ffb11a05bdf1e1b9461538ca056a62c292b02fc5f1c5fa2,35.185.114.253:9735,0.00000000,0,0
034d5f6c68abb52bee39e26eae02291331cf59201321d1d9791952c4d0a195f3ef,10.142.0.2:9735,0.00000000,0,0
03569adf5cd31a11490b1585135a7e7a1aee726cf4faa67b9ff61954b11973bcb0,None,0.00000000,0,0
02d1fd804de212c16db3fe50c52f9cfe69a388c2172b2c8d04eb2325a81bbeec3c,None,0.00000000,0,0
02be5fc0b9c3f4a5155c99ba88a839e79260160eb55eec3c7aaec6b75b67166671,None,0.00000000,0,0
027d96cd35c494d99cc16091cc33f95a9634ee760c6792c68d29ce6803919bd123,None,0.00000000,0,0
025ac8ab0bdc7cbcd29432f2a3bf5d919a96360bc28b7701abee898611160ec885,82.119.233.36:9737,0.00000000,0,0
02a47405f21bd369ad47e83982ec8d7394a1a9968d50d2fa09d94572b29716120a,None,0.00000000,0,0
02b66f0d6e051ca0f4640112ea45608880db407ec574351ee7d3eaf02b393d2c8c,None,0.00000000,0,0
02824cd053226ea7a283e244512daf724baa300d0b20510169c61ba14003674bfb,None,0.00000000,0,0
02de6d78cfdaa7c9a4b546e879364529b39f6fbe1f496bf016a5e23e5e6f627dfb,35.196.200.91:9735,0.00000000,0,0
02f88ad64eafed65ba031e784bfbd52ac551b6516e94985236238ac95bfc571574,104.196.114.26:9735,0.00000000,0,0
027eae72368a57dc9d0c26de4fce5637117e7968f422bdca3d169704fadf8b436b,66.75.229.52:9735,0.00000000,0,0
03e366eb27f6333f8a22463ac4c61033f1a575c07041ba84ce6ebf234ad2a3c9aa,35.231.79.213:9735,0.00000000,0,0
028e4654b490785e22ab74685f3f11fc589b4facce927e350df629c04a762a0ee9,35.196.19.127:9735,0.00000000,0,0
02a18419c167e4120d63b7737d40cf2d0aef76a6b3f50e4940aef6746607502e1c,None,0.00000000,0,0
024e1dbf4749e132ef33132fa0565fbf18ed60ab097a1631f7290b398a6c6bddcb,31.19.228.77:9735,0.00000000,0,0
037539fbb02b77894005433ad0f386054891842bb7a1607ecf4c514fe869a9cd14,89.103.129.99:9735,0.00000000,0,0
